,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
4639,38.0,4.4,Stormy,Jam,2,Drinks,scooter,,No,Metropolitian,36,10.683836828888541
4640,24.0,4.5,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,7.4485579796276955
4641,25.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,3.1049287720089502
4642,38.0,4.3,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,37,19.65882871745623
4643,22.0,4.1,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,19.659824899493145
4644,22.0,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,26,10.90599351013839
4645,23.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,3.1053645456860735
4646,22.0,4.7,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,1.5527615033304227
4647,36.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Urban,17,1.5203488901901792
4648,26.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,12,3.1161407820729954
4649,23.0,4.5,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18,4.53041687191953
4650,21.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,9.181146898732171
4651,30.0,4.8,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,52,16.819978764192328
4652,33.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,14.152800689506924
4653,30.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,18,13.98953296776353
4654,24.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,10,7.761284984497349
4655,35.0,4.8,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Urban,42,12.099390766415885
4656,38.0,4.8,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,7.546888128118117
4657,,,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,19.659494006265856
4658,37.0,4.8,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,19,10.880991591197466
4659,25.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,13.989532157364495
4660,37.0,4.1,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,36,12.29272274126012
4661,37.0,4.8,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,1.514745314488058
4662,37.0,5.0,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,26,6.2423186826496
4663,21.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,16.90375725450711
4664,21.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,12,7.601308046038669
4665,29.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,9.074647672522762
4666,27.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,13.787603107012002
4667,,,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,21,4712.353151033008
4668,35.0,4.4,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,43,20.180911382712157
4669,20.0,4.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,14.02225308105434
4670,30.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,27,10.58781590325641
4671,33.0,4.2,Fog,Jam,2,Buffet,electric_scooter,1.0,Yes,Metropolitian,38,7.772038818862284
4672,38.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Urban,26,9.315725653146485
4673,38.0,4.7,Fog,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,43,13.58251101109925
4674,29.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,10.641051309792738
4675,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,7.684129284169662
4676,28.0,4.8,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,4.596477246435285
4677,29.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Urban,10,5.959019072120809
4678,21.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,25,12.464329547393557
4679,31.0,5.0,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Semi-Urban,46,19.618968653880124
4680,35.0,4.1,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,37,17.097524927178135
4681,25.0,4.8,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,36,12.58026782216666
4682,32.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,27,4.674151774158205
4683,36.0,5.0,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,30,7.683355299985663
4684,36.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,20,20.968889328529734
4685,29.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,13,9.192703789756674
4686,32.0,4.6,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,20,16.851875921634182
4687,24.0,5.0,Windy,Jam,0,Snack,motorcycle,,No,Urban,17,9.326872528792316
4688,24.0,5.0,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,4.657159781886475
4689,39.0,4.0,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,37,4.476697311911479
4690,29.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,,Metropolitian,11,4.395530071036813
4691,32.0,4.8,Sunny,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,44,13.42848578414109
4692,25.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,14.152800689506924
4693,37.0,4.2,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,43,20.28668721161273
4694,26.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,12.42124244267066
4695,38.0,4.9,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,11.007734763545226
4696,25.0,4.8,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,20,10.586817607031357
4697,35.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,3.0527511604097017
4698,36.0,3.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,12.419787918850325
4699,22.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,15,4.469203457571405
4700,22.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,7.448937379782857
4701,32.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.4688163231367592
4702,29.0,4.5,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,11.9370462053228
4703,21.0,4.8,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,12.419602040798763
4704,32.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,20.50604375852337
4705,29.0,4.9,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,15,9.192496429439984
4706,30.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,4.537843333310986
4707,38.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,4.528246576354122
4708,24.0,,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,11.007734763545226
4709,32.0,4.6,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,25,13.48136196205675
4710,26.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,9.075344501939334
4711,21.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,18,13.611544388246092
4712,37.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,8.952548604157958
4713,29.0,4.7,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,17.07478648591887
4714,25.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,9.192770952364272
4715,36.0,5.0,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,36,16.851359915641797
4716,32.0,5.0,Cloudy,High,0,Drinks,motorcycle,,No,Urban,28,6.081204324576972
4717,37.0,4.8,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,4.717601091654031
4718,20.0,4.8,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,28,12.294187490862429
4719,36.0,4.9,Sandstorms,Medium,1,Meal,motorcycle,,No,Metropolitian,25,7.862668167467362
4720,39.0,4.1,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,45,20.181059137200638
4721,37.0,4.6,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,41,7.7901589271416665
4722,24.0,4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,17,4.674280111760405
4723,24.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,15,12.58026782216666
4724,36.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,30,20.851557402555603
4725,33.0,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,15,16.601046189384473
4726,39.0,4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,26,6.29013467758336
4727,27.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,16.384366809208974
4728,29.0,4.9,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27,10.683817688067597
4729,39.0,4.6,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,20.20658151050987
4730,33.0,4.9,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,1.552360877319872
4731,39.0,4.6,Stormy,High,1,Drinks,motorcycle,1.0,No,Urban,25,1.560663035437337
4732,38.0,4.5,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,20,6.116927321849533
4733,24.0,4.5,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,28,6.29013467758336
4734,26.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,9.182882168931519
4735,35.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,46,17.07651409815574
4736,39.0,4.1,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,16.635518179491516
4737,30.0,4.7,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,15,5.959019072120809
4738,20.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,10.641157729145194
4739,33.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,10.725034637686843
4740,,,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,19,10.756955716100647
4741,39.0,4.4,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,45,10.905989056071514
4742,36.0,5.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,25,6.0542954004624
4743,30.0,3.8,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,39,20.442929762531403
4744,21.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,7.862668167467362
4745,28.0,4.7,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,14,4.528282399940804
4746,28.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,17,1.4901739539089844
4747,31.0,4.9,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,42,10.427235657707744
4748,22.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,12,7.660895664297573
4749,34.0,4.3,Sandstorms,High,0,Snack,motorcycle,1.0,No,,33,6.209250269706474
4750,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,3.0406416222998804
4751,32.0,3.7,Stormy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,33,20.18116177485454
4752,,,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,40,16.635451215518973
4753,23.0,4.9,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,14.021957090050957
4754,39.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,5.96026517145059
4755,35.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20.180811280907072
4756,39.0,4.5,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,7.658776112036346
4757,21.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,29,3.1053645456860735
4758,29.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,9.081444954288745
4759,36.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,34,1.5293087710297812
4760,25.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,12,9.348109676179929
4761,30.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,5.992049991507868
4762,36.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,46,19.36321160672346
4763,31.0,4.0,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,33,12.417792351385708
4764,37.0,5.0,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,42,12.58026782216666
4765,23.0,4.6,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,29,16.659838319151632
4766,23.0,5.0,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,26,20.253048125432578
4767,30.0,3.8,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,36,3380.9949473756456
4768,27.0,4.7,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,23,16.600272418838045
4769,34.0,4.8,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,26,3.0274893762729214
4770,,,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,20,12.58026782216666
4771,30.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,4.681855267311029
4772,22.0,4.4,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,35,19.35930769555367
4773,35.0,5.0,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,17,1.55456253854414
4774,32.0,4.8,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,23,13.76275436235237
4775,28.0,3.4,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,33,13.972191759560088
4776,,,,,3,Drinks,motorcycle,0.0,No,Urban,16,17017.392033636504
4777,29.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,27,4.5442674825976495
4778,28.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,20,17.137935931424575
4779,29.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,9.191516815935072
4780,36.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,10.756990051240766
4781,39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,4.527261448815863
4782,24.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,3.0295127519230602
4783,26.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,23,7.448412467931839
4784,21.0,4.7,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,1.5204185984270167
4785,35.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,37,7.772096240774094
4786,34.0,4.6,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,33,5.95875624214082
4787,34.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,9.348134176659332
4788,37.0,4.6,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,17.076787116439924
4789,23.0,2.5,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,36,13.973206773195638
4790,37.0,4.5,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,21,19.761706467416623
4791,31.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,,No,Metropolitian,38,7.546361143039469
4792,,,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,4.717601091654031
4793,30.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,3.1092107402763944
4794,27.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,4.528158738165052
4795,24.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20.254010036498787
4796,27.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,21,9.326602960909533
4797,33.0,5.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,13.611283046259633
4798,22.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,9.055898607597594
4799,35.0,4.5,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28,4.56122368116472
4800,38.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,25,7.64972440250561
4801,30.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,1.5522330378380527
4802,32.0,4.3,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,6.2094761776163
4803,27.0,4.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,12.58026782216666
4804,24.0,3.2,Sunny,Low,2,Drinks,scooter,0.0,Yes,Metropolitian,44,17.13802213290879
4805,27.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,7.546712474667424
4806,37.0,4.1,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,32,16.72253446731714
4807,23.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,19.6609439476218
4808,39.0,4.8,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,18,6.210589610263767
4809,35.0,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,9.220881802417523
4810,38.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,7.8033511430695315
4811,23.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,16,20.207049940575796
4812,23.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,19.659851482294183
4813,20.0,4.6,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.0646275931042672
4814,30.0,4.5,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Urban,54,12.257619700981534
4815,31.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,16.900616226135416
4816,32.0,3.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,38,12.107739753959782
4817,34.0,4.8,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,28,10.565179205989589
4818,26.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,17.098061238885432
4819,22.0,5.0,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,44,19.661022213462363
4820,20.0,4.5,Windy,High,2,Snack,electric_scooter,1.0,No,Urban,23,6.054527674430632
4821,22.0,4.6,Windy,Jam,2,Buffet,scooter,0.0,No,Urban,22,10.880951367074182
4822,28.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,19.76027880154743
4823,33.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,22,2.9795998363477345
4824,24.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,28,13.773737657135722
4825,27.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,19,9.326360256795718
4826,39.0,4.6,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,26,19.91468696565216
4827,20.0,4.5,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,11.007734763545226
4828,23.0,4.9,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,13.631282080518357
4829,32.0,4.0,Fog,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,39,16.601197594933343
4830,33.0,4.1,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,9.314908769647658
4831,28.0,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,12.161450531210752
4832,39.0,4.8,Cloudy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,38,19.395184495166138
4833,21.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,39,13.788480752443377
4834,28.0,4.5,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,16.150667360459014
4835,35.0,4.1,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,49,20.25378851619142
4836,39.0,4.3,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,13.990019508115392
4837,39.0,4.5,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,22,4.464846076813009
4838,24.0,4.5,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,7.763183552954465
4839,30.0,3.6,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,17.09875410815598
4840,36.0,4.1,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,,31,7.862668167467362
4841,34.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,2.9846328374396296
4842,25.0,5.0,Windy,Jam,2,Snack,scooter,0.0,No,Urban,18,19.66067482059214
4843,37.0,4.0,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,29,9.220316821861015
4844,35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,6.1287577015808035
4845,37.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,8.953205389188364
4846,35.0,4.4,Stormy,High,2,Meal,scooter,2.0,No,Urban,33,1.5581148485869056
4847,38.0,4.1,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,39,16.65991730235705
4848,26.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,16.903235903501507
4849,27.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,15,10.707144604368288
4850,24.0,4.4,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,38,10.906257371374378
4851,,,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,15,1.5525801566280677
4852,29.0,4.9,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,36,13.788454358423124
4853,28.0,4.8,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,9.05609596214784
4854,27.0,4.5,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,19.9155475515236
4855,26.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,9.056004306502823
4856,27.0,4.4,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,1.509357188958826
4857,34.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,47,10.866277542361992
4858,37.0,4.5,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,12.257021345777924
4859,30.0,4.8,Sandstorms,High,2,Snack,scooter,1.0,No,Urban,29,6.120938502873104
4860,31.0,4.6,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,18,13.828993309211802
4861,37.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,19.68830862051208
4862,25.0,4.8,Windy,High,1,Meal,scooter,1.0,No,,21,3.116127221552501
4863,39.0,3.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,20.205936390188086
4864,24.0,4.4,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,1.5725337265584898
4865,29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,2.9302578014969822
4866,35.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,4.527535938806132
4867,30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,35,7.772241719578965
4868,31.0,4.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,38,16.63651695457865
4869,31.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,39,10.587929946635425
4870,34.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,4.632510406152542
4871,37.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.117673772769199
4872,29.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,24,17.138074588533183
4873,38.0,4.7,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,21,7.6612504538631265
4874,26.0,4.5,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,9.32694086948928
4875,20.0,4.2,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,2.979000204181553
4876,39.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,2.9794969563784846
4877,34.0,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,4.717601091654031
4878,34.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,12.074114326948118
4879,21.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38,7.4400215308800375
4880,,,,,3,Buffet,motorcycle,0.0,No,Metropolitian,33,19.76105000354109
4881,22.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,,No,Metropolitian,22,6.29013467758336
4882,32.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,18,9.05552527613744
4883,32.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25,19.472033277855537
4884,,,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,9.435201537103644
4885,26.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,13.405500819812064
4886,28.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,18,12.417792351385708
4887,28.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,,26,16.787920351297902
4888,32.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23,20.442929762531403
4889,33.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,,21,13.735884617761817
4890,32.0,4.6,Fog,High,1,Meal,scooter,0.0,No,Metropolitian,39,6.058680731744167
4891,29.0,4.5,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,18,7.5734628890776365
4892,34.0,4.7,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15,6.210060323038173
4893,24.0,4.9,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,16,9.219878420955492
4894,38.0,4.5,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,18,6.127848456984558
4895,25.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,6.08088825255943
4896,37.0,4.1,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32,3.0251533676453985
4897,32.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20.852270880357576
